requested_pool_size,actual_pool_size,distractor_density,duplicate_rate,seed,policy,k,threshold,recall_at_k,precision_at_k,mrr,no_match_accuracy,context_records,replay_context_success
10,10,high,0.0,2,threshold,5,4.0,0.875,0.3666666666666667,0.875,0.0,2.5,0.875
10,10,high,0.0,0,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.0,1,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.0,2,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,6,high,0.0,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
10,6,high,0.0,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
10,6,high,0.0,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
10,10,high,0.3,0,baseline,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.3,1,baseline,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.3,2,baseline,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.3,0,threshold,5,4.0,0.875,0.3666666666666667,0.875,0.0,2.5,0.875
10,10,high,0.3,1,threshold,5,4.0,0.875,0.3666666666666667,0.875,0.0,2.5,0.875
10,10,high,0.3,2,threshold,5,4.0,0.875,0.3666666666666667,0.875,0.0,2.5,0.875
10,10,high,0.3,0,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.3,1,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,10,high,0.3,2,dedup,5,2.0,0.875,0.3458333333333334,0.875,0.0,2.7,0.875
10,6,high,0.3,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
10,6,high,0.3,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
10,6,high,0.3,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,0,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,1,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,2,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.0,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.0,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.0,0,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,1,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.0,2,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.0,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.0,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.0,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,0,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,1,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,2,baseline,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.3,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.3,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
50,50,low,0.3,0,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,1,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,low,0.3,2,dedup,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.3,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.3,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,25,low,0.3,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
50,50,medium,0.0,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.0,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.0,2,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,medium,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,medium,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,medium,0.0,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.0,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.0,2,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,25,medium,0.0,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,medium,0.0,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,medium,0.0,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,50,medium,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.3,2,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,medium,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,medium,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,medium,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,48,medium,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,38,medium,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.2,0.875
50,45,medium,0.3,2,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,25,medium,0.3,0,prune,5,2.0,0.875,0.31875000000000003,0.875,0.0,3.7,0.875
50,25,medium,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,medium,0.3,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,50,high,0.0,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.0,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.0,2,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,high,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,high,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,high,0.0,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.0,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.0,2,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,25,high,0.0,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,high,0.0,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,high,0.0,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,50,high,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.3,2,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,50,high,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,high,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,50,high,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
50,48,high,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,38,high,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.2,0.875
50,45,high,0.3,2,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
50,25,high,0.3,0,prune,5,2.0,0.875,0.31875000000000003,0.875,0.0,3.7,0.875
50,25,high,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
50,25,high,0.3,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,3.8,0.875
200,200,low,0.0,0,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.0,1,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.0,2,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.0,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.0,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.0,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.0,0,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.0,1,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.0,2,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,100,low,0.0,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,100,low,0.0,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,100,low,0.0,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,200,low,0.3,0,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.3,1,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.3,2,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.3,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.3,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.3,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
200,200,low,0.3,0,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.3,1,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,200,low,0.3,2,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
200,100,low,0.3,0,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,100,low,0.3,1,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,100,low,0.3,2,prune,5,2.0,0.875,0.42708333333333337,0.875,1.0,1.7,0.875
200,200,medium,0.0,0,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.0,1,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.0,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,medium,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,medium,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,medium,0.0,0,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.0,1,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.0,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,100,medium,0.0,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,medium,0.0,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,medium,0.0,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,medium,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,medium,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,medium,0.3,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,medium,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,medium,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,medium,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,155,medium,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,147,medium,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,146,medium,0.3,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,100,medium,0.3,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,medium,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,medium,0.3,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,high,0.0,0,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.0,1,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.0,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,high,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,high,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,high,0.0,0,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.0,1,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.0,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,100,high,0.0,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,high,0.0,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,high,0.0,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,high,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,high,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,200,high,0.3,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,200,high,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,high,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,200,high,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
200,155,high,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,147,high,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,146,high,0.3,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
200,100,high,0.3,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,high,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
200,100,high,0.3,2,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,1000,low,0.0,0,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.0,1,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.0,2,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.0,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.0,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.0,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.0,0,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.0,1,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.0,2,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.0,0,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.0,1,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.0,2,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,0,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,1,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,2,baseline,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,0,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.3,1,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.3,2,threshold,5,4.0,0.875,0.43750000000000006,0.875,1.0,1.6,0.875
1000,1000,low,0.3,0,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,1,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,low,0.3,2,dedup,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.3,0,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.3,1,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,500,low,0.3,2,prune,5,2.0,0.875,0.36458333333333337,0.875,1.0,1.8,0.875
1000,1000,medium,0.0,0,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.0,1,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.0,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,medium,0.0,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,medium,0.0,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,medium,0.0,0,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.0,1,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.0,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,medium,0.0,0,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,medium,0.0,1,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,medium,0.0,2,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.3,0,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,1000,medium,0.3,1,baseline,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,1000,medium,0.3,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,medium,0.3,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,medium,0.3,1,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,1000,medium,0.3,2,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
1000,713,medium,0.3,0,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,728,medium,0.3,1,dedup,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,722,medium,0.3,2,dedup,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,500,medium,0.3,0,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,500,medium,0.3,1,prune,5,2.0,0.875,0.31250000000000006,0.875,0.0,4.3,0.875
1000,500,medium,0.3,2,prune,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,0,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,1,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,2,baseline,5,2.0,0.875,0.24999999999999997,0.875,0.0,4.4,0.875
1000,1000,high,0.0,0,threshold,5,4.0,0.875,0.3500000000000001,0.875,0.0,3.5,0.875
